title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
The Boy and the Beast,movie,"Action, Adventure, Animation",2015.0,tt4272866,7.6,27797.0,JP
The Battle of Port Arthur,movie,"Drama, History, War",1980.0,tt0080316,6.6,351.0,JP
My Beloved Bodyguard,movie,"Action, Crime, Drama",2016.0,tt4076934,5.9,2354.0,JP
The Adventures of Kosuke Kindaichi,movie,"Comedy, Crime, Mystery",1979.0,tt0079404,5.9,148.0,JP
Foujita,movie,"Biography, Drama",2015.0,tt4073044,6.0,102.0,JP
Sailor Moon Super S: Ami's First Love,movie,"Adventure, Animation, Fantasy",1995.0,tt0112349,7.8,641.0,JP
Accidental Love,movie,"Comedy, Romance",2015.0,tt1137470,4.1,9290.0,JP
Twilight: Saya in Sasara,movie,Drama,2014.0,tt3684490,5.7,202.0,JP
Non-Ko,movie,Comedy,2008.0,tt1239408,6.2,100.0,JP
Half a Confession,movie,"Drama, Mystery",2004.0,tt0442256,6.4,149.0,JP
A Blue Automobile,movie,Drama,2004.0,tt0466359,6.1,192.0,JP
Ultraman Tiga & Ultraman Dyna & Ultraman Gaia: Battle in Hyperspace,movie,"Adventure, Sci-Fi",1999.0,tt0184973,6.6,201.0,JP
Yokohama BJ Blues,movie,"Crime, Drama, Mystery",1981.0,tt0083351,6.9,107.0,JP
Rakka suru yugata,movie,Drama,1998.0,tt0163172,6.0,54.0,JP
Listen to My Heart,movie,"Drama, Romance",2009.0,tt1487109,6.5,66.0,JP
Ultraman,movie,"Action, Fantasy, Sci-Fi",1979.0,tt0204715,7.1,79.0,JP
Otoko wa tsurai yo: Boku no ojisan,movie,Comedy,1989.0,tt0100311,6.9,83.0,JP
Joker Game,movie,"Action, Thriller",2015.0,tt3446906,5.3,530.0,JP
Chasuke's Journey,movie,"Action, Comedy, Fantasy",2015.0,tt3560464,6.0,309.0,JP
Beijing Watermelon,movie,Drama,1989.0,tt0099116,7.2,232.0,JP
Saraba itoshiki hito yo,movie,"Action, Crime, Drama",1987.0,tt0177201,6.1,83.0,JP
Drowning Fish,movie,Thriller,2001.0,tt0323458,6.2,81.0,JP
Under the Same Moon,movie,"Crime, Drama",2005.0,tt0470456,5.5,156.0,JP
Where the Legend Lives,movie,Drama,2008.0,tt1260940,5.9,27.0,JP
GS Wonderland,movie,"Comedy, Music",2008.0,tt1339300,6.1,77.0,JP
Kindaichi shonen no jikembo: Shanghai ningyo densetsu,movie,"Comedy, Crime, Horror",1997.0,tt0298384,6.0,113.0,JP
Niji o tsukamu otoko,movie,Drama,1996.0,tt0117182,6.6,46.0,JP
Tora-San Makes Excuses,movie,"Comedy, Drama",1992.0,tt0105071,6.4,78.0,JP
Totsunyûseyo! 'Asama Sansô' jiken,movie,"Action, Crime, Drama",2002.0,tt0324296,6.1,199.0,JP
Lost Crime,movie,Drama,2010.0,tt1573892,5.3,14.0,JP
Iliza Shlesinger: Freezing Hot,movie,"Comedy, Documentary",2015.0,tt4073952,6.8,2868.0,US
Name Me,movie,"Adventure, Drama",2014.0,tt4058346,6.3,813.0,JP
Free and Easy 15: No Tomorrow for Hama-chan?!,movie,Comedy,2004.0,tt0460040,6.0,16.0,JP
Chronicle of a Blood Merchant,movie,Drama,2015.0,tt3797004,6.8,774.0,JP
New Initial D the Movie: Legend 2 - Racer,movie,"Animation, Sport",2015.0,tt4971484,7.3,375.0,JP
Gachi-ban,movie,"Action, Drama",2008.0,tt1263744,6.1,16.0,JP
The Intruders,movie,"Drama, Horror, Mystery",2015.0,tt3496372,4.5,3784.0,JP
The Diabolical,movie,"Horror, Sci-Fi",2015.0,tt3603808,4.7,5851.0,JP
One and Two,movie,"Drama, Fantasy, Thriller",2015.0,tt3975510,5.2,2439.0,JP
Mother,movie,Horror,2014.0,tt3400912,4.0,27.0,JP
Sleepless,movie,"Action, Thriller",2017.0,tt2072233,5.6,35129.0,JP
John Wick: Chapter 2,movie,"Action, Crime, Thriller",2017.0,tt4425200,7.4,527556.0,JP
Jason Bourne,movie,"Action, Thriller",2016.0,tt4196776,6.6,246882.0,JP
Lost Flower: Eo Woo-dong,movie,Drama,2015.0,tt4922946,5.3,129.0,JP
Hacksaw Ridge,movie,"Biography, Drama, History",2016.0,tt2119532,8.1,618049.0,JP
The Lego Batman Movie,movie,"Action, Adventure, Animation",2017.0,tt4116284,7.3,178363.0,US
Despicable Me 3,movie,"Adventure, Animation, Comedy",2017.0,tt3469046,6.3,163548.0,JP
Hardcore Henry,movie,"Action, Adventure, Sci-Fi",2015.0,tt3072482,6.7,104060.0,JP
American Pastoral,movie,"Crime, Drama, Mystery",2016.0,tt0376479,6.1,18492.0,JP
Kevin Hart Presents: Keith Robinson - Back of the Bus Funny,movie,Comedy,2014.0,tt3765378,5.8,101.0,US
W's Tragedy,movie,"Drama, Mystery",1984.0,tt0135043,7.2,298.0,JP
Bang Gang: A Modern Love Story,movie,"Drama, Romance",2015.0,tt3838728,5.5,3484.0,JP
Waruboro,movie,Comedy,2007.0,tt1096965,5.4,121.0,JP
Thomas & Friends: The Adventure Begins,movie,"Adventure, Animation, Comedy",2015.0,tt4327382,7.8,360.0,JP
O-Roshiya-koku suimu-tan,movie,"Biography, Drama, History",1992.0,tt0133049,7.0,137.0,JP
Shodô Girls!!,movie,Drama,2010.0,tt1571242,7.3,84.0,JP
"Good Bye, My Secret Friend",movie,"Comedy, Drama",2009.0,tt1427236,6.2,43.0,JP
Hameln,movie,Drama,2013.0,tt2139963,7.0,26.0,JP
Main Theme,movie,"Comedy, Drama, Romance",1984.0,tt0189709,5.9,103.0,JP
Penguins in the sky - Asahiyama zoo,movie,Drama,2008.0,tt1313094,6.3,60.0,JP
Black Dawn,movie,Drama,2012.0,tt2097267,6.1,73.0,JP
The Secret Life of Pets,movie,"Adventure, Animation, Comedy",2016.0,tt2709768,6.5,222811.0,JP
Nerve,movie,"Action, Adventure, Crime",2016.0,tt3531824,6.5,142436.0,JP
Approaching the Unknown,movie,"Drama, Sci-Fi, Thriller",2016.0,tt2674430,4.9,9200.0,JP
Flare,movie,Drama,2014.0,tt3651506,6.3,14.0,JP
Detective K: Secret of the Lost Island,movie,"Action, Adventure, Comedy",2015.0,tt4505170,6.2,709.0,JP
The Doorman,movie,"Action, Drama, Thriller",2020.0,tt6222118,4.7,8518.0,JP
The Killing Game,movie,"Action, Crime, Thriller",1978.0,tt0296180,6.2,184.0,JP
Shaso,movie,"Drama, Thriller",1989.0,tt0202584,6.6,30.0,JP
Little Love Song,movie,"Drama, Music, Romance",2019.0,tt10206614,6.2,198.0,JP
2.0,movie,"Action, Sci-Fi, Thriller",2018.0,tt5080556,6.0,28245.0,JP
The Benefactor,movie,Drama,2015.0,tt3165630,5.2,5407.0,JP
Stage-struck Tora-san,movie,Comedy,1978.0,tt0078045,6.1,90.0,JP
Orphan: First Kill,movie,"Crime, Drama, Horror",2022.0,tt11851548,5.9,49264.0,JP
Salut d'Amour,movie,"Drama, Romance",2015.0,tt4695462,7.2,593.0,JP
Tora-san's Tropical Fever,movie,"Comedy, Drama, Romance",1980.0,tt0081288,6.9,113.0,JP
Laplace's Witch,movie,"Drama, Mystery, Thriller",2018.0,tt6686358,5.2,750.0,JP
Noh Mask Murders,movie,"Drama, Mystery",1991.0,tt0103063,5.4,71.0,JP
Billy & Molly: An Otter Love Story,movie,Documentary,2024.0,tt31189897,8.0,1431.0,US
Paws of Fury: The Legend of Hank,movie,"Action, Adventure, Animation",2022.0,tt4428398,5.7,6935.0,US
"Oh Brother, Oh Sister!",movie,Comedy,2014.0,tt3501410,6.3,92.0,JP
Susie Searches,movie,"Comedy, Drama, Mystery",2022.0,tt13733780,5.9,1037.0,US
Nakinureta haru no onna yo,movie,"Drama, Romance",1933.0,tt1570639,6.8,63.0,JP
Being Good,movie,"Comedy, Drama, Family",2015.0,tt3818826,7.2,260.0,JP
Finding the Adolescence,movie,"Comedy, Drama",2014.0,tt3949648,5.9,79.0,JP
She Taught Love,movie,"Drama, Romance",2024.0,tt7983904,5.1,326.0,US
Ginpei-cho cinema blues,movie,Drama,2022.0,tt31407003,6.1,15.0,JP
Gekijôban Shingeki no Kyojin Kôhen: Jiyû no tsubasa,movie,"Action, Animation, Fantasy",2015.0,tt3646946,7.9,3962.0,JP
Amusement Park,movie,Drama,2024.0,tt32896944,6.0,9.0,JP
Child Star,movie,Documentary,2024.0,tt27156546,6.6,1089.0,US
Hunt,movie,"Action, Drama, Mystery",2022.0,tt6931658,6.7,6084.0,US
Mission Possible,movie,"Action, Comedy, Crime",2021.0,tt14140954,6.5,1955.0,JP
North Hollywood,movie,"Comedy, Drama, Sport",2021.0,tt11165716,5.9,3011.0,"JP, US"
Girl in the Bunker,movie,Drama,2018.0,tt7944094,5.8,1370.0,US
Mirai,movie,"Adventure, Animation, Drama",2018.0,tt6900448,7.0,18670.0,JP
La Chimera,movie,"Adventure, Comedy, Fantasy",2023.0,tt14561712,7.3,13439.0,US
Bullet Train,movie,"Action, Comedy, Thriller",2022.0,tt12593682,7.3,469399.0,US
Barbarian,movie,"Horror, Mystery, Thriller",2022.0,tt15791034,7.0,209955.0,US
Gatchaman The Movie,movie,"Action, Adventure, Animation",1978.0,tt0415906,6.4,94.0,JP
Kill Zone 2,movie,"Action, Adventure, Crime",2015.0,tt3197766,6.7,7387.0,JP
Amy,movie,"Biography, Documentary, Music",2015.0,tt2870648,7.8,56421.0,JP
The Passion of Augustine,movie,Drama,2015.0,tt4392438,7.2,714.0,JP
Exposed,movie,"Crime, Drama, Mystery",2016.0,tt4019560,4.3,17193.0,JP
The Public,movie,Drama,2018.0,tt3294746,6.6,4632.0,JP
I Am Wrath,movie,"Action, Thriller",2016.0,tt3212232,5.4,16386.0,JP
A Star Is Born,movie,"Drama, Music, Romance",2018.0,tt1517451,7.6,429379.0,JP
Rendez-Vous,movie,"Drama, Romance",2015.0,tt3755362,5.6,2376.0,JP
Deadman Inferno,movie,"Action, Horror",2015.0,tt4146350,5.5,206.0,JP
Comedy Central Roast of Justin Bieber,movie,Comedy,2015.0,tt4504452,7.3,4024.0,US
Empire of Lust,movie,"Action, Drama, Romance",2015.0,tt3544326,6.1,991.0,JP
Mr. Right,movie,"Action, Comedy, Crime",2015.0,tt2091935,6.3,62748.0,JP
Beyond the Boundary: I'll Be Here - Future,movie,"Action, Animation, Comedy",2015.0,tt4539114,7.3,1104.0,JP
The Take,movie,"Action, Adventure, Crime",2016.0,tt2368619,6.3,52179.0,JP
Forget Me Not,movie,"Drama, Romance",2015.0,tt4192636,6.6,652.0,JP
Survivor,movie,"Action, Crime, Thriller",2015.0,tt3247714,5.6,36240.0,JP
Ghost in the Shell: The New Movie,movie,"Action, Animation, Sci-Fi",2015.0,tt4337072,6.6,4180.0,JP
Lion,movie,"Biography, Drama",2016.0,tt3741834,8.0,255844.0,JP
Panzer World Galient,movie,"Action, Animation, Fantasy",1984.0,tt1945851,7.4,26.0,JP
Slapstick Brothers,movie,"Comedy, Drama",2011.0,tt1591638,6.0,69.0,JP
Beyond 'JFK': The Question of Conspiracy,movie,Documentary,1992.0,tt0103801,6.7,521.0,US
My Little Pony: The Movie,movie,"Adventure, Animation, Comedy",2017.0,tt4131800,6.1,8261.0,JP
Suspicion,movie,"Crime, Drama, Mystery",1982.0,tt0315900,7.1,224.0,JP
That's It,movie,"Crime, Drama",2015.0,tt4576246,6.1,139.0,JP
Solomon's Perjury,movie,Thriller,2015.0,tt3421614,6.6,614.0,JP
Solomon's Perjury 2,movie,Thriller,2015.0,tt3923082,6.4,489.0,JP
Uncharted,movie,"Action, Adventure",2022.0,tt1464335,6.3,271838.0,US
Transformers: The Last Knight,movie,"Action, Adventure, Sci-Fi",2017.0,tt3371366,5.2,173379.0,JP
Madonna,movie,Drama,2015.0,tt4636074,6.1,273.0,JP
Ultraman Zearth,movie,"Action, Sci-Fi",1996.0,tt0183933,5.9,121.0,JP
Ultraman Zearth 2,movie,Sci-Fi,1997.0,tt0183934,6.7,83.0,JP
Army of One,movie,"Biography, Comedy, Crime",2016.0,tt4382824,5.2,9185.0,JP
Maze Runner: The Death Cure,movie,"Action, Adventure, Sci-Fi",2018.0,tt4500922,6.3,172175.0,JP
Bôryoku kyôshitsu,movie,Crime,1976.0,tt0186676,6.1,54.0,JP
Frankenstein,movie,"Horror, Sci-Fi, Thriller",2015.0,tt4086032,5.1,3122.0,JP
The Fate of the Furious,movie,"Action, Crime, Thriller",2017.0,tt4630562,6.6,259718.0,JP
Mulan,movie,"Action, Adventure, Drama",2020.0,tt4566758,5.8,161664.0,JP
Elle,movie,"Crime, Drama, Thriller",2016.0,tt3716530,7.1,72179.0,JP
Nowhere Girl,movie,"Action, Thriller",2015.0,tt4654606,5.3,176.0,JP
The Ninja War of Torakage,movie,Action,2014.0,tt3685756,5.2,198.0,JP
Kono yo de ore/boku dake,movie,Comedy,2013.0,tt2763774,4.0,49.0,JP
Winter's Flower,movie,"Crime, Drama",1978.0,tt0499480,6.8,174.0,JP
The Firefly,movie,Drama,2001.0,tt0327730,6.2,107.0,JP
The Wonderful World of Captain Kuhio,movie,Comedy,2009.0,tt1401719,5.6,191.0,JP
Fancy Dance,movie,"Comedy, Drama",1989.0,tt0097330,6.8,323.0,JP
Asleep,movie,Drama,2015.0,tt4216808,5.6,81.0,JP
Slam Dunk: Zenkoku Seiha da! Sakuragi Hanamichi,movie,"Animation, Comedy, Drama",1994.0,tt4086028,7.7,618.0,JP
Slam Dunk: Shôhoku Saidai no Kiki! Moero Sakuragi Hanamichi,movie,"Animation, Drama, Short",1995.0,tt4086034,7.3,297.0,JP
Slam Dunk: Hoero Basketman Tamashii! Hanamichi to Rukawa no Atsuki Natsu,movie,"Animation, Drama, Short",1995.0,tt4086038,7.3,260.0,JP
A Farewell to Jinu,movie,Comedy,2015.0,tt3721048,5.7,97.0,JP
Pieta in the Toilet,movie,Drama,2015.0,tt4197480,6.5,312.0,JP
Strayer's Chronicle,movie,Action,2015.0,tt4054678,4.7,136.0,JP
Age of Kill,movie,Action,2015.0,tt3220528,3.8,897.0,JP
Bloodshot,movie,"Action, Adventure, Sci-Fi",2020.0,tt1634106,5.7,86948.0,US
Fantastic Beasts: The Crimes of Grindelwald,movie,"Adventure, Family, Fantasy",2018.0,tt4123430,6.5,315780.0,JP
Zombieland: Double Tap,movie,"Action, Comedy, Horror",2019.0,tt1560220,6.7,210611.0,US
Maiko: Dancing Child,movie,"Biography, Documentary",2015.0,tt4534732,6.5,61.0,JP
Showdown in Manila,movie,Action,2016.0,tt4586626,2.7,2063.0,JP
Solace,movie,"Crime, Drama, Mystery",2015.0,tt1291570,6.4,70521.0,JP
Broken Soldier,movie,"Drama, Thriller",2022.0,tt3412884,3.4,424.0,US
The Road Less Travelled,movie,Drama,2013.0,tt2787556,5.6,28.0,JP
Toki o kakeru shôjo,movie,Sci-Fi,1997.0,tt0133235,5.9,60.0,JP
The Mourner,movie,Drama,2015.0,tt3670782,5.8,41.0,JP
Valerian and the City of a Thousand Planets,movie,"Action, Adventure, Fantasy",2017.0,tt2239822,6.4,200865.0,JP
American Woman,movie,"Drama, Mystery",2018.0,tt4465572,6.8,8066.0,US
The Exception,movie,"Drama, Romance, War",2016.0,tt4721124,6.8,15912.0,JP
Brain on Fire,movie,"Biography, Drama",2016.0,tt3704700,6.6,24922.0,JP
Gray Sunset,movie,Drama,1985.0,tt0202892,6.5,37.0,JP
Talk of the Town Tora-san,movie,Comedy,1978.0,tt0078046,6.5,94.0,JP
Almost Christmas,movie,"Comedy, Drama, Romance",2016.0,tt4649416,6.1,8067.0,US
Chronicles of Evil,movie,"Crime, Drama, Mystery",2015.0,tt4619940,6.8,2412.0,JP
USS Indianapolis: Men of Courage,movie,"Action, Drama, History",2016.0,tt2032572,5.3,14711.0,JP
Atomic Blonde,movie,"Action, Thriller",2017.0,tt2406566,6.7,211439.0,JP
Heroine Disqualified,movie,"Comedy, Romance",2015.0,tt4396042,6.4,1598.0,JP
Ichigo no kakera,movie,Drama,2005.0,tt0468765,7.2,55.0,JP
Perfect Proposal,movie,"Drama, Thriller",2015.0,tt3602144,6.1,712.0,JP
Neko Samurai: A Tropical Adventure,movie,"Comedy, History",2015.0,tt4747354,5.9,84.0,JP
20th Century Women,movie,"Comedy, Drama",2016.0,tt4385888,7.3,50440.0,JP
Jack Reacher: Never Go Back,movie,"Action, Crime, Drama",2016.0,tt3393786,6.2,181914.0,JP
Kingsman: The Golden Circle,movie,"Action, Adventure, Comedy",2017.0,tt4649466,6.7,375996.0,JP
Torakku yarô: Bakusô Ichibanboshi,movie,Action,1975.0,tt0360085,5.4,76.0,JP
Kamen Rider Movie War Full Throttle: Kamen Rider vs. Kamen Rider Drive & Gaim,movie,"Action, Adventure, Fantasy",2014.0,tt4202514,7.1,75.0,JP
The Most Dangerous Game,movie,Crime,1978.0,tt0194182,6.4,280.0,JP
The Execution Game,movie,"Action, Crime, Drama",1979.0,tt0296203,6.5,164.0,JP
Saigo no inochi,movie,"Drama, Mystery, Thriller",2014.0,tt3947140,6.3,11.0,JP
Minority Opinion,movie,Drama,2015.0,tt4800070,6.4,227.0,JP
Initiation Love,movie,Romance,2015.0,tt4119590,7.0,1182.0,JP
Sukimasuki,movie,"Comedy, Romance",2015.0,tt4150414,5.9,50.0,JP
Iron Girl: Ultimate Weapon,movie,"Action, Sci-Fi",2015.0,tt4144156,4.5,292.0,JP
The Equalizer 2,movie,"Action, Crime, Thriller",2018.0,tt3766354,6.7,207578.0,US
The Piper,movie,"Horror, Mystery, Thriller",2015.0,tt4718500,6.4,1986.0,JP
Once Upon a Time in Venice,movie,"Action, Adventure, Comedy",2017.0,tt4694544,5.3,21308.0,JP
All I See Is You,movie,"Drama, Mystery",2016.0,tt4486986,5.4,13552.0,JP
The Shack,movie,"Drama, Fantasy",2017.0,tt2872518,6.3,40236.0,JP
The Meg,movie,"Action, Horror, Sci-Fi",2018.0,tt4779682,5.7,213851.0,JP
It,movie,Horror,2017.0,tt1396484,7.3,629750.0,JP
10 Cent Pistol,movie,"Crime, Thriller",2014.0,tt2134170,4.7,585.0,JP
Paddington 2,movie,"Adventure, Comedy, Family",2017.0,tt4468740,7.8,98970.0,JP
The Oath,movie,"Crime, Drama, Thriller",2016.0,tt4433890,6.4,2492.0,JP
The Charnel House,movie,"Horror, Mystery, Thriller",2016.0,tt4633662,4.3,1405.0,JP
Haikyuu!! The Movie 1: The End and the Beginning,movie,"Animation, Comedy, Drama",2015.0,tt5443130,6.8,511.0,JP
Haikyuu!! The Movie 2: The Winner and the Loser,movie,"Animation, Comedy, Drama",2015.0,tt5445056,6.9,307.0,JP
Prophecy,movie,"Crime, Drama, Mystery",2015.0,tt3952226,6.4,855.0,JP
Island of the Evil Spirits,movie,"Drama, Horror, Mystery",1981.0,tt0081995,6.2,104.0,JP
Hot Summer Nights,movie,"Crime, Drama, Romance",2017.0,tt3416536,6.4,24745.0,JP
Aikatsu! The Movie,movie,"Adventure, Animation, Comedy",2014.0,tt3565744,8.6,1278.0,JP
C'est Si Bon,movie,"Drama, Romance",2015.0,tt4430992,6.7,483.0,JP
Woman at War,movie,"Adventure, Comedy, Drama",2018.0,tt7279188,7.4,11524.0,JP
Department Q: A Conspiracy of Faith,movie,"Crime, Drama, Mystery",2016.0,tt4088268,7.0,23082.0,JP
War Pigs,movie,"Action, Drama, War",2015.0,tt3779300,4.3,3708.0,JP
Undisputed 4: Boyka,movie,"Action, Drama, Sport",2016.0,tt3344680,6.9,32567.0,JP
Tigers Are Not Afraid,movie,"Fantasy, Horror, Mystery",2017.0,tt4823434,6.9,9481.0,JP
Dog of Fortune,movie,"Crime, Drama",1979.0,tt0324674,7.0,91.0,JP
Flying Colors,movie,"Comedy, Drama",2015.0,tt4195368,7.3,4167.0,JP
Everyone Is Psychic!: The Movie,movie,"Comedy, Drama, Mystery",2015.0,tt4473370,5.4,1122.0,JP
Ninja the Monster,movie,"Action, Adventure, Drama",2015.0,tt4844130,5.1,460.0,JP
Jurassic World: Fallen Kingdom,movie,"Action, Adventure, Sci-Fi",2018.0,tt4881806,6.1,352926.0,JP
Monkey King: Hero Is Back,movie,"Action, Adventure, Animation",2015.0,tt4644382,6.7,4807.0,JP
Where to Invade Next,movie,"Comedy, Documentary",2015.0,tt4897822,7.5,25983.0,JP
Time and Tide,movie,"Comedy, Drama, Romance",1983.0,tt0236345,6.6,47.0,JP
Zappa,movie,"Biography, Documentary, History",2020.0,tt4881578,7.5,3725.0,"JP, US"
Mission: Impossible - Fallout,movie,"Action, Adventure, Thriller",2018.0,tt4912910,7.7,387421.0,JP
Homme Less,movie,"Biography, Documentary",2014.0,tt4164462,7.2,465.0,JP
The Man Who Knew Infinity,movie,"Biography, Drama",2015.0,tt0787524,7.2,63543.0,JP
American Beach House,movie,Comedy,2015.0,tt3111486,2.6,1404.0,JP
Jumanji: Welcome to the Jungle,movie,"Action, Adventure, Comedy",2017.0,tt2283362,7.0,465671.0,US
Samurai Gangsters,movie,Comedy,2008.0,tt1176935,4.8,27.0,JP
Kakekomi,movie,"Comedy, Drama",2015.0,tt3989744,7.0,469.0,JP
The Scarlet Camellia,movie,"Crime, Drama",1964.0,tt0203532,6.4,56.0,JP
The Sacrifice Dilemma,movie,"Drama, Mystery, Thriller",2013.0,tt2889738,5.2,25.0,JP
Getaway of Love,movie,Drama,2015.0,tt4115786,4.3,258.0,JP
Ressha Sentai ToQger Returns: Super ToQ 7gou of Dreams,movie,Action,2015.0,tt4529848,7.1,41.0,JP
The Sense of an Ending,movie,"Drama, Mystery",2017.0,tt4827986,6.4,7758.0,JP
Too Young to Die! Wakakushite shinu,movie,"Comedy, Fantasy, Horror",2016.0,tt4717204,6.7,749.0,JP
Gassô,movie,Drama,2015.0,tt4268966,5.8,41.0,JP
Dear Deer,movie,"Comedy, Family",2015.0,tt4370540,5.9,31.0,JP
Hi no ataru sakamichi,movie,"Drama, Romance",1958.0,tt0269324,7.2,64.0,JP
Joker Game,movie,"Horror, Mystery",2012.0,tt2524638,4.4,40.0,JP
The Joker Game: Escape,movie,Thriller,2013.0,tt3063970,5.8,17.0,JP
The People Vs. Fritz Bauer,movie,"Biography, Drama, Thriller",2015.0,tt4193400,7.1,6201.0,JP
Enishi: The Bride of Izumo,movie,Drama,2015.0,tt4946660,6.3,45.0,JP
Siren,movie,"Horror, Mystery, Thriller",2016.0,tt4667854,5.3,7865.0,JP
Super Hero Taisen GP: Kamen Rider 3,movie,Action,2015.0,tt4282466,6.5,100.0,JP
My Love Story!!,movie,"Comedy, Romance",2015.0,tt4681414,6.8,810.0,JP
Why Him?,movie,Comedy,2016.0,tt4501244,6.2,127952.0,US
The Witness,movie,"Biography, Crime, Documentary",2015.0,tt3568002,7.0,4626.0,JP
AWOL,movie,"Drama, Romance",2016.0,tt4462372,5.6,1559.0,US
Judas,movie,Drama,2013.0,tt2105067,5.3,13.0,JP
Toire no Hanako-san: Shin Gekijôban,movie,Horror,2013.0,tt2979552,7.3,36.0,JP
Cabaret,movie,"Crime, Drama, Music",1986.0,tt0368629,4.9,79.0,JP
Digimon Adventure tri. Part 1: Reunion,movie,"Action, Adventure, Animation",2015.0,tt4307880,7.3,2003.0,JP
High Speed! Free! Starting Summer,movie,"Animation, Drama, Sport",2015.0,tt4872210,7.1,644.0,JP
Heart Attack,movie,"Comedy, Drama, Romance",2015.0,tt4964598,7.7,3056.0,JP
The Assistant,movie,"Drama, Thriller",2015.0,tt4205320,5.6,242.0,JP
Taj Mahal,movie,Thriller,2015.0,tt4213764,5.4,818.0,JP
A Tale of Three Cities,movie,"Drama, Romance",2015.0,tt3682770,6.0,307.0,JP
Shimajirô to fufu no daibôken - sukue nanairo no hana,movie,"Animation, Family",2013.0,tt2506390,8.2,10.0,JP
"Tora-san, the Matchmaker",movie,"Comedy, Romance",1979.0,tt0079684,6.4,97.0,JP
Camino,movie,"Action, Adventure, Thriller",2015.0,tt4991652,4.9,1148.0,JP
The Accidental Detective,movie,"Action, Comedy, Crime",2015.0,tt5031892,6.7,1446.0,JP
The Big Bee,movie,Thriller,2015.0,tt3786530,5.7,154.0,JP
Onna no ko kirai,movie,Comedy,2015.0,tt4279678,6.2,40.0,JP
Chokolietta,movie,Drama,2014.0,tt3257520,5.6,67.0,JP
Jinrou gêmu: Bîsuto saido,movie,"Horror, Thriller",2014.0,tt3924894,5.9,149.0,JP
Dominion,movie,"Action, Sci-Fi, Thriller",2015.0,tt2638048,3.6,587.0,JP
My Scientology Movie,movie,Documentary,2015.0,tt5111874,6.6,13668.0,US
Jeff Dunham: Unhinged in Hollywood,movie,Comedy,2015.0,tt5038776,6.8,853.0,US
Natsukashii furaibo,movie,Comedy,1966.0,tt0361855,6.4,18.0,JP
Aoi sanmyaku,movie,"Drama, Romance",1963.0,tt0439119,6.3,23.0,JP
Mozu the Movie,movie,"Action, Crime, Drama",2015.0,tt4214024,4.8,272.0,JP
School Mystery,movie,Horror,1995.0,tt0114688,5.7,146.0,JP
First Growth,movie,Drama,2015.0,tt4796568,5.8,463.0,JP
Soreike! Anpanman: Brakkunôzu to mahou no uta,movie,"Adventure, Animation, Family",2010.0,tt1685648,7.2,16.0,JP
Lowlife Love,movie,"Drama, Romance",2015.0,tt4771704,6.4,497.0,JP
Cross the Rubicon!,movie,"Action, Crime",1975.0,tt0326140,7.1,78.0,JP
Lovers,movie,Drama,2015.0,tt4396074,6.6,257.0,JP
Eiga Kaiketsu Zorori: Da da da daibouken!,movie,Animation,2012.0,tt2390267,6.0,11.0,JP
Journalist,movie,"Comedy, Crime, Drama",2015.0,tt5034194,6.4,558.0,JP
Sankaku,movie,Drama,2010.0,tt1592524,7.7,88.0,JP
The Tiger,movie,"Action, Adventure, Drama",2015.0,tt5066556,7.2,6845.0,JP
Gonin Saga,movie,Action,2015.0,tt3809492,5.3,182.0,JP
The Last Mission,movie,"Action, Drama, Romance",2015.0,tt4254046,5.9,252.0,JP
The Lion Standing in the Wind,movie,Drama,2015.0,tt3084294,6.5,288.0,JP
The Advocate: A Missing Body,movie,"Crime, Mystery",2015.0,tt4975498,6.5,796.0,JP
8 Tiros,movie,"Action, Crime, Drama",2015.0,tt2748060,6.1,98.0,JP
The Anthem of the Heart,movie,"Animation, Drama, Family",2015.0,tt4489416,7.3,6540.0,JP
Chronicles of the Ghostly Tribe,movie,"Action, Adventure, Drama",2015.0,tt4819498,5.1,2133.0,JP
Jill and Joy's Winter,movie,Family,2015.0,tt4313216,5.6,151.0,JP
Dai Nippon teikoku,movie,"Drama, History, War",1982.0,tt0403957,6.6,61.0,JP
NMB48 Geinin! The Movie: Owarai seishun gâruzu!,movie,"Adventure, Music",2013.0,tt2759608,7.8,18.0,JP
No Grave for Us,movie,"Crime, Thriller",1979.0,tt0329470,5.8,60.0,JP
The Actor,movie,Comedy,2015.0,tt4844522,6.2,137.0,JP
Spring Has Come,movie,"Comedy, Family",2015.0,tt5038918,7.0,12.0,JP
Ip Man 3,movie,"Action, Biography, Crime",2015.0,tt2888046,7.0,61494.0,JP
The Inerasable,movie,Horror,2015.0,tt4842814,6.0,654.0,JP
Ferrari,movie,"Biography, Drama, History",2023.0,tt3758542,6.4,58366.0,US
Cherry Blossom Memories,movie,Drama,2015.0,tt5301956,5.5,13.0,JP
